restID,name,city,phone_no,location,latitude,longitude,cuisines,ratings,number of reviews,restaurant_url,images_url
1243,Paprika,Cairo,+20 2 25789447,"1129 Kornich El Nile Maspiro,Cairo 11221 Egypt",30.0444196,31.2357116,"Mediterranean,Diner,Arabic,Middle Eastern,Egyptian",4,32 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVuJzrkTUp2V-Cw_P9bWmGpvlZwrX1fg1Kh1uK2C8l0II5JHeLLkZS0b95KQ&s
1244,Villa 55,Cairo,+20 2 23583186,"9 55 Rd. Maadi,Cairo 11511 Egypt",29.9658734,31.2544063,Italian,3.5,46 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6cdWJw1lPCwPLeb_RT-xs7eqvRv5Jzu7-aHIDB3_UwaFoRWwIq9LzaJMspQ&s
1245,Cafe Med,Cairo,+20 101 056 2066,"38 Abdel Moneim Hafez Heliopolis,Cairo 11511 Egypt",30.085667,31.345367,"Mediterranean,International",5,10 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSds2xlIxdDhmjoNdiaxdUVz6Q8qLq2aXPiCku0DrpFpmA1LAVc8zJ1lnp2P1A&s
1246,Kruze,Cairo,+20 1033117110,"42 Aman street,Cairo 11511 Egypt",30.0444196,31.2357116,"American,Cafe,Grill",5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTt8OjjiA0dXaw8R7AGSylHU7Kzlfw2fRR13VQ8whYqLjVhqdd7AHhjhilJiQ&s
1247,Carol Bar,Cairo,+20 102 911 1105,"12 Qasr Elnil Street,Cairo 11511 Egypt",30.0473853,31.2376144,"Bar,Mediterranean,Pub,Egyptian",4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsMx1Tuvw7xhYZKy-7d8RQu946Pz0PbRz2cDAjspuMH50MIkAyh4QI_mBtiOY&s
1248,Mo Bistro,Cairo,+20 122 722 3366,"14 Aswan Square Mohandeseen,Cairo 12588 Egypt",30.056824,31.2082718,"International,Italian,European",4,26 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxoXH78u3149MUmwnC5AzzV7zSHnavR1f3ifVTqaXBWa8Fn1mA0MEiQ6MYFrE&s
1249,Buffalo Burger,Cairo,+20 19941,"South Teseen Road Downtown Katameya,Cairo 11511 Egypt",30.017171,31.4127951,"American,Fast Food",4,47 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHaiwLkTRACMlUsuOFmAXLUphi64nPR7aFeF9Tb6-YvUClJ51qNp1b2lqixHA&s
1250,Mokai,Cairo,+20 112 755 5577,"New Cairo,90th Street,Concord Plaza Mall,Cairo 11511 Egypt",30.0249908,31.4826611,"Sushi,Asian,Japanese,International",4.5,16 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShpc-S19khJc-OESANzERfh3i7uP8KUL--xwVf2ClHtxUo-f6nWvD5JwLML5E&s
1251,Cook Door,Cairo,+20 2 27072316,"17 Abd El-Rahman,Cairo 11511 Egypt",30.0944117,31.2498047,Fast Food,4,42 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRWffmXs2b0QtZOtokWVQzfPOfaphmkw4_LPaQtR0Z8Pdh2Q6m9EMv4Hcydw&s
1252,Al Beiruti Arkan Plaza,Cairo,+20 111 992 6804,"Arkan Plaza Plaza 2-AX-109-110 Sheikh Zayed,Cairo 11511 Egypt",30.0190612,31.0048912,"Lebanese,Mediterranean",5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ28_MkQSpYZ1DewaEQKFOvmN3I0sLyzqiK98CFLEDVxTjZ_ggC7-xiVqLjdXU&s
1253,Strada,Cairo,+20 2 35671600,"Charle de Gaule,Cairo 11511 Egypt",30.0444196,31.2357116,"Italian,Pizza",4.5,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ222xVWkoWN8DZVi4QQusU2K6UP7eIcpnuFP6RPS-6qvH1HjLA7CwwFSTvYXA&s
1254,Pavilion Restaurant,Cairo,+20 103 305 5585,"Triumph Luxury Hotel Block 19 In Front Of Katameya Heights,Cairo 11511 Egypt",29.9884757,31.4082262,International,5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN7F1q6GBKR4sQ5LpAeGt8_nC3i8oRsJzHFQUaDU2tfjEXdorbWbAqMEAKYbU&s
1255,Oliveto,Cairo,+20 102 100 0777,"Cairo Festival City Mall,5th Settlement,Cairo 11511 Egypt",30.0318993,31.4085433,"Italian,Pizza",4.5,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW376MGDivvMZW96XirxldYcfyn1JAjNEE60UFDkiZDZvs4QXTzgsCRtAYJeQ&s
1256,Cairo 30,Cairo,+20 122 003 3995,Cairo Egypt,30.0444196,31.2357116,,4.5,10 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2Rr7Wob5AYbzrN-hNyqnjRNNog6NkVpB5Anuk42FEJzsdJ2q1HCkxLtbcnVY&s
1257,Riviera,Cairo,+20 2 27916875,"1089 Nile Corniche,El Nil,Cairo Governorate 1089 Corniche El Nil,Garden City,Cairo 11519 Egypt",30.0362362,31.2294568,"Italian,Pizza",5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ74UTtKyl7UMSIzmFso3-6JBz7fAjLIwz5RN7vfYWIKfX96xha0jEeHZ4LWcM&s
1258,Between The Buns - BTB,Cairo,+20 100 100 7733,"90th Street Lakehouse The Club,Cairo 11511 Egypt",30.0244686,31.4536429,Fast Food,5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVGQRg-NgfejoKJjrzkDvq7UJtIZbs29KKU8lGwQfQgiKWP21Sy9y436aV&s
1259,Dara's Ice Cream,Cairo,+20 109 952 6391,"106 26 July St Omar Al Khayam,Cairo 11511 Egypt",30.0590251,31.2236271,,4,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaTK4uIcNgSa3E6c8HNSxz21qzQm4v3ZsvgiUY8Wlo-yifpXskZveSI-NLrUQ&s
1260,Estro,Cairo,+20 106 643 1590,"11,Road 18 - Royal Maadi Hotel 9th Floor Maadi -Sarayat,,Cairo 11728 Egypt",29.9583253,31.2693241,"Italian,Mediterranean",3.5,23 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvlKJoQhdwz1h_SatK6bAb7_3HdufZkgIHxJxeza-1ejg9-aPZJhC-6nv4Wg&s
1261,Gravita Rooftop Restaurant,Cairo,+20 109 266 6222,"Mehwar Naguib Mahfouz,Ring Road,First Settlement Porto Cairo Mall,Cairo 11511 Egypt",30.0911375,31.1970426,Italian,4.5,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIsXKfEdWOvGceJvtHfBalvtbOacRnRljOUHKJxeF2t_4FpRUKBMZNra4s4jI&s
1262,Gaby's,Cairo,+20 100 854 2900,"Store 55-60 Citystars Phase 2 Infront Of The VIP Cinemas,Cairo 11511 Egypt",30.0444196,31.2357116,International,3.5,33 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTphFehqC0SpbWJbE4BuVfVLA17ShJadi7I2QgIoI9sYTFAHUZFfsITY1l7Lg&s
1263,Shiva Indian Restaurant,Cairo,+20 101 754 4912,"11 Mohamed Ebeid Street Heliopolis,Cairo 11511 Egypt",30.0881399,31.3389646,,4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj1k5yovE2X12e73DCX1FrHm57GfG_0idsERbpwE2lm9Sr3Gn36akeAwuiN_4&s
1264,La Vela,Cairo,+20 1030502602,"Road 274 n. 5,Cairo 11511 Egypt",30.0444196,31.2357116,"Pizza,European,Italian,Mediterranean",4,22 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNXOhwsrZFcdYFvJ7uopeAjjnD91cvZ0UaX-e8U5dkPsOTMt0m_u7Vwx4mTkc&s
1265,Thawq Coffee House,Cairo,+20 101 622 9975,"6 Abd El-Moneim Ismail Almazah,Cairo 11511 Egypt",30.086757,31.3422165,"Turkish,Middle Eastern,Arabic",5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkwBDB4mDgu4YOBprC6sX8wTLmtbC1dtPYITvVChtVQ8--0A31_ObTGbAH8eU&s
1266,Uko Sushi,Cairo,+20 101 447 0171,"92 Fareed Smeeka Heliopolis Behind Aviation Sports Club 10 Min From The Airport,Cairo 11511 Egypt",30.0444196,31.2357116,"Japanese,Sushi,Spanish,Grill,Japanese Fusion",5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUWRNZeYqmLHZixBP0fzGKZ8NGcWJRhL0PtFcpiptaQtV7W4F1shZlWYOPWQ&s
1267,Garnell Sushi & Poke,Cairo,+20 120 010 5221,"Mohammed Nagib Axis Cloud 9 Mall,New Cairo City 11511 Egypt",30.0286317,31.4748435,"Sushi,Asian,Japanese",3.5,19 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKg6rsE7FBkp4YSpmiVvZHRaT0FkmAA7OVeqrod51CI7tJNSGM7WL6kuGGKoM&s
1268,La Rosa,Cairo,+20 2 25167337,"19 231st,Degla,Maadi,Cairo 11511 Egypt",29.9597112,31.2771357,,4,22 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUxhX99Nj1n5kDIZlko9F1imMzKKTIgPUcoLp-NIf7GJJ8GYAWCSAtNbQGGw&s
1269,La Curva 1907,Cairo,+20 120 762 6099,"10 Ramsis St. Korba,Cairo 11511 Egypt",30.0868306,31.324598,"Mediterranean,Asian,Italian,Steakhouse,Sushi",4.5,8 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8ILPE7OmOO-_JS5DYQVZWy9NEYIoyWV2jhaS5oNB2MkzEi5IVBGUI7uL0Uw&s
1270,Carlo's Heliopolis Restaurant & CafÃÂ©,Cairo,+20 120 719 8887,"58 Beirut Street 1920s Boutique Hotel,Cairo 11511 Egypt",30.0929723,31.3280011,"Lebanese,Mediterranean,Italian,Indian,International,Asian,Egyptian",4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRztTQFnLF_laORnF9TqtrWc9fkKlQUtgG672BWdzyMqyZedMttRNiU6yFh2E&s
1271,La creperie des arts,Cairo,+20 120 855 7717,"30 Misr Helwan Road,Cairo 11511 Egypt",30.0444196,31.2357116,,5,9 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmYZdWJrY-JTSv_nJF23mApR1KiJRXH-_Q7RWFylO-kXcYZhmegmnAuNoxfQ&s
1272,The Fondue Pot,Cairo,+20 2 24186521,"6 El Shahid Abdel Moneim Hafez st.,from Nozha st. Heliopolis,Cairo 11511 Egypt",30.0895619,31.3413473,"Swiss,European",4,37 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQav-1NVPPKM4pkGrRGBDbnG--Zr39yeRMzqmFKti24FQLyvpAcaFlXJDjoVg&s
1273,Steak out,Cairo,24180141,"52 Omar Ebn Alkhatab Swtreet City Stars Mall Phase 1,Cairo 11511 Egypt",30.0444196,31.2357116,"Steakhouse,International",3.5,46 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQexZw91dDeYCRTPFgziBW7KHzam6MF56Si-9GgBzJZ2f-MssB2kRfMEcl4pw&s
1274,Capital Grill,Cairo,+20 114 555 4000,"2 Street 26,District The 5th Settlement,Cairo 11511 Egypt",30.0083467,31.4401971,International,5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1gxylvvSGheRS5naMjjEQ2oTU2aDv6M6PCUtDFVkiTQ3zFig2-hIK5JsT0g&s
1275,Bonini,Cairo,+20 120 030 3339,"Gamal Abdel Nasser St Arabella Plaza Mall,New Cairo City 11511 Egypt",29.992331,31.4460113,"Italian,Central-Italian,Tuscan,Northern-Italian,Southern-Italian",4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3oKh5NNZtmPTz5kHuE1QGpYzb0R9YR8mnGFipHqBuEOQt1o6dC53BsUC8Rys&s
1276,El Diwan,Cairo,,"18 Mohamed Shafiq St.,Cairo 11511 Egypt",30.0312954,31.2307375,,4.5,8 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZprEVtZksR51iTGJubv2XXCvzs8Wbt2ArYgASo2tOoKjCBn6s1amsLiNpQQ4&s
1277,Starbucks,Cairo,+20 2-24803784,"Nile City Boat River Street,Zamalek,Cairo 11511 Egypt",30.0484983,31.2284744,,5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEQoNJhUgNY015N1oAEugSZBApDf8gnYwZPfFjbjcg4-MzsbMOhPrcfKCuVA&s
1278,Fresco,Cairo,+20 2 26910270,"49 Hassan Aflaton St,Ard el Golf,Heliopolis,Cairo 11511 Egypt",30.0787226,31.3409073,"Italian,French,Cafe,Deli",5,8 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT-WH5sWtko2G2adfybYtIelrh9sColADRjkaiLKeg9XikPk1VmqBZYaNbgg&s
1279,Pinkberry,Cairo,+20 2-24803765,"Omar Ibn Khattab St. 2nd Floor,Cairo 11511 Egypt",30.103197,31.2589909,,4.5,9 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf_ZRJl87D9easN3DCPeiYJTjAnDyIY1wrS0yDfoa8OwLU4dolnUSz-6iOWTM&s
1280,El Barrio Egypt,Cairo,+20 121 299 9996,"58 Beirut Street - Heliopolis Inside 1920s Boutique Hotel villa,Cairo 11511 Egypt",30.0928652,31.3281638,"Cuban,Latin,Spanish",4,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZGVZm2qGcKBXwpuy-x2oQPt8N_fzmUXnNKcZo0OivCDuLcnyE2pI5Ydql1w&s
1281,Abou El Sid,Cairo,+20 114 414 7339,"Porto Cairo Mall,Cairo 11511 Egypt",30.0444196,31.2357116,"Mediterranean,Barbecue,Egyptian",4,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToXwk66elImKj8_uPcB2GvzKQLVo8aFnZJi-3s7yulSBacXfC51lV41Ue4rSk&s
1282,Zeitouna Lebanese Bistro,Cairo,+20 2 4619766,"2005 Corniche El Nil Nile City Towers,Cairo 11511 Egypt",30.0718113,31.227583,"Lebanese,Mediterranean,Middle Eastern",4,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSU2CDZsSEXCom7SP55wCTraFvDl96H6GXSLD_A-YxDPDEC4TVoYcfe8nXZWQ&s
1283,Halawa we Zataar,Cairo,+20 127 796 6760,"Abdulaziz Al Saud,Cairo 35855 Egypt",30.0444196,31.2357116,Mediterranean,4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiuMxhyfeizHwGKE4_qCF8qinhMyoJeDzyxOMpFt2JDTwhLmzJdRoz6dXmrg&s
1284,Papa John's,Cairo,+20 19277,"8 2 El Nasr St. Above Hardee's,Cairo 11511 Egypt",29.9757037,31.2839644,"Pizza,Italian",4,17 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOFpgl9S25w1QOIMs_SH1FEo6M9XM7opo5aApDVcVuduOOtNlXuxNECCkVszg&s
1285,CHO Restaurant,Cairo,+20 111 141 2820,"10 Hassan Sadek Pacha St. Heliopolis,Cairo 11511 Egypt",30.085473,31.328782,"Japanese,International,Sushi",4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9athkkE_ZJ3vyTwu-Fgq64pyo4aeaCbsH31YUYeMB0d8XKe7pUJ6eMtcDfw&s
1286,Mantis,Cairo,+20 100 178 8807,"9 Rostom Street,Cairo 11511 Egypt",30.0709478,31.2395895,"Mediterranean,Fusion",4,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvokBBzkcIhkc2WdqxcH6VjpuanIJEIy2FQjdOBkzusS9_GcJeamK9QntQ6g&s
1287,Crumbs Cupcakes & More,Cairo,,"5 Ibn El Nabih St. Intersection Of Ismail Mohamed St. Behind Om Kolthoom Hotel & Tower,Cairo 11511 Egypt",30.0444196,31.2357116,,4.5,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCzz1zO4l6dxEIibnVNMhdCCFql_OT7dhIWNVmHmtyG84HsxoWeNLofj9_h-I&s
1288,Vegan in our House,Cairo,+20 100 114 2447,"7 Street Maadi,Pearl Hotel Terrace,Cairo Egypt",29.956667,31.2595833,"Italian,British",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9DdcMBNqzjhg27M6gLu-JmlSBd9P1-MpRMY-5YBBkMPL61pRfqqAiM2OPcQ&s
1289,Karvin Massala,Cairo,+20 120 324 3503,"90 Street,Cairo Egypt",30.0079863,31.5310395,Indian,3.5,15 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCMSaLPFVB69SlJaEALB69A2P6L7BVOVCRMPckJYHpLHkgrE_wzrhzsc-b60c&s
1290,San Marino,Cairo,+20 2 25192451,"263 29 Rd. Maadi,Beside Mostafa Pharmacy,Cairo 11511 Egypt",29.9718252,31.2778134,"Asian,Korean",4,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQln3dGHLfjiJVWj1eUVvoNu_bX3BLWq8DH-X9zKIaVHUm5Vq96SGUBkCYk5mo&s
1291,Santoku Sushi & Steak House,Cairo,+20 121 266 9999,"S Teseen,New Cairo City 11511 Egypt",30.0175502,31.4318856,"Japanese,Steakhouse,Sushi,Asian",4.5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEVF7TQF7K40wchsZysP1u_La0ql_ShyVTcxfUHoa_8eowGiRd_rdDYvagww&s
1292,Costa Coffee,Cairo,+20 2 23955506,"26 Sherif Basha,Bab al Louq,Abdeen,Cairo 11511 Egypt",30.0497244,31.2422619,,4,7 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTY234Jg0tNW1ic_UpJAykeiS00_a4snPax0VEswyvGk2ceAuf6CJJ2TEyLd4M&s
1293,Tpg,Cairo,+20 106 955 5566,"Patio mall,N Teseen,New Cairo City 11511 Egypt",30.0229504,31.4245166,"Italian,Barbecue",4,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2HxKRV_E-4TW_pj3YdrbCfb1KvgQAfQDiXQEwJT1xEq3cC_pfRlppK0KAsQ&s
1294,Alle Botti,Cairo,+20 122 377 0040,"147 El Merghany St. El Sabaa Emarat Sq. Near To La Casetta restaurant,Cairo 11511 Egypt",30.05869,31.3284922,Mediterranean,4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSncnrvI92yGW79e3yQg8kM8wiBpfXW7xSx44Qi31L6FQDEYpBHWYRN9Cl8dQ&s
1295,Baogr,Cairo,+20 155 448 4977,"102 B Al-thawra Street,Cairo Egypt",30.0820549,31.3446241,"American,Asian",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIQ-IZqMSbRuCckj7CNG4sqendZglxbLw6HoAHRtKqZLJ1-3z5s3_qet2BB_s&s
1296,Luuma,Cairo,+20 112 225 4106,"33 Abu El Feda,Cairo Egypt",30.0714236,31.2199334,,4.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWjsfuUvYEbju3FKwpgCruCPOWT0t_8KZO8ohyj_OMiYX2p7CR3EHFmLouCU8&s
1297,Em Sherif CafÃÂ©,Cairo,+20 102 250 0345,"White By The Waterway,Fifth Settlement,Cairo 22436 Egypt",30.0084868,31.4284756,"Lebanese,Cafe,Mediterranean",4,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKe5cYbC6e4Nu4h_kCpf18V9Y8aW5Oe02UHuGQ9a4eGxWqpwoqvxYosoJkdjA&s
1298,Cafe Frais,Cairo,+20 2 27356725,"3 Saray El Gezirah Street Novotel Cairo El Borg,,Cairo Egypt",30.0446823,31.2268431,"Lebanese,Cafe,International,Mediterranean,Egyptian",4,9 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG6UAijvoYfeksYEJvyRJGD-x9gPKh0IuGG0Z9kv66aqaAJxMujOC1GFx7Pys&s
1299,30 NORTH,Cairo,+20 120 382 3030,"Capital Business Park,Cairo 11511 Egypt",30.0444196,31.2357116,International,3.5,10 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIzKy7plw8eNgQFaxuyc-Ir3epRha_HM8fd1HcqsfbEELeOLUv7sHyn4nOuMg&s
1300,Andrea Manasterly & Nile Peking Boat,Cairo,+20 111 172 6665,"Nile Corniche,New Cairo City 11511 Egypt",30.007413,31.4913182,"American,Deli,Diner,Dining bars,Beijing cuisine",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT94vK2qOBj0Sj3szDjnl_V1Mq5QY-azLplVTHtDWW39W2GGy1s5hrlYA4COQ&s
1301,Capricci Restaurant,Cairo,+20 2 25169009,"25169009 Capricci Egypt 9 Street 215,Maadi as Sarayat Al Gharbeyah,Al Maadi,Cairo Governorate,Egypt +20 2,Cairo 11511 Egypt",29.96132,31.272479,"Italian,Cafe",5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6QQT7DJ-PUnFOygeWdE_4jWhMkZbRqUx3c-SEhenuJcOlUzM2DBPg4XzlOA&s
1302,Rachawadee Restaurant,Cairo,,"51 El Orouba Street Heliopolis,Cairo Egypt",30.0912475,31.3363237,Thai,4,9 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQNwKvv66Z-pXcdBNJH408zWImwhzE6XrVMaCxjt1Twqr895t9nGu6ma6TGQ&s
1303,Frank and Co,Cairo,+20 106 545 8547,"11 Road 18 Maadi Sarayat,Cairo 11728 Egypt",29.9582676,31.2692085,"International,Bar,Pub",3.5,24 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZhVypSTLXsJWhMYpi4O3bXsF6_paE-nk-DXxNfoc-IX59WdxreNm2nyBaQA&s
1304,Oblivious,Cairo,+20 101 444 6488,"G17 Waterway 2,New Cairo,Cairo 11511 Egypt",30.007413,31.4913182,"Cafe,International",4,7 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIs-vJqufo5vL0lewjelt-JKPtBAvMBupHltw3kvSSHSoJ0U6v-7SokFKpD8U&s
1305,Tempo Restaurant & Lounge,Cairo,+20 122 377 9788,"Km. 38 Cairo-Alexandria Desert Road,Cairo 11511 Egypt",30.4495247,30.3174958,"Bar,International,European,Pub",4,20 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpjRJpssuLTH8VtkV05jgzCjnvvzecifzmfSJGxDJXDLKxbpoV3DhwUE1gNA&s
1306,Longhorn Texas Bbq,Cairo,2.01E+11,"Mohammed Nagib Axis O1 New Cairo Mall,New Cairo City 11511 Egypt",30.0286317,31.4748435,"American,Barbecue,Central American,South American",3.5,13 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr8tcgg5_aCKLKfC_vXrm0w28U2o8ewRXAc91gtBFUEFcPYE4zWvKITc0DZIU&s
1307,La Pina Restaurant & Cafe,Cairo,+20 122 407 7004,"57 El Qanal Street,Cairo 11511 Egypt",30.0444196,31.2357116,"Italian,American,International,Spanish",5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXDnKlabpXHNOXav5KFCHDRU-_NO6BmJkpmGCDChk5QZkMy3WmEmlVQDWbCA&s
1308,iHopa,Cairo,+20 127 500 0800,"Diyar mall,5th settlement,New Cairo,Cairo 11511 Egypt",30.0084868,31.4284756,"French,Fast Food,Egyptian",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1CYQZXFDvr2pk-WTSFP8gi8B_vAl3K5-hVxo2jie4VKMYkCqvpe2dJdGaUw&s
1309,Rocca Razzo,Cairo,+2 261 32 812,"38 90th Avenue South Academy Services Center Section In Front of City Bank,Cairo 11511 Egypt",30.0444196,31.2357116,Italian,4,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpIRv510Zn9JHRQ0WU1o7RNFF11V0E9lTsVp27eyIrc1qNYY0QJ_AgOFz4mQ&s
1310,Il Pennello Ceramic Cafe,Cairo,+20 127 554 4426,"2 Omar Ibn El Khattab St. Beside Notre Dame Des Apotres School,Cairo 11511 Egypt",30.0444196,31.2357116,,4,8 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXJwRgDQzJekMX1eceDmM5M5kv9OAAcbV4sAIieZuSZI_dK5TqOMIQFfSDOKA&s
1311,Sno Gelato,Cairo,+20 2 25196988,"Street 216 17,st 216 Degla Maadi,Cairo 11728 Egypt",29.9628714,31.2742717,Italian,5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeyajeplOat0-JPL0U7UQYS2Lo6-hE-OPdIHy7gEPXruYVtndOJE5KpV9hHi8&s
1312,Kababgy Arafai,Cairo,,"4 Moungy Street In Front of Saida Zineb Mosque,Cairo 11511 Egypt",30.0444196,31.2357116,,4,14 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOO4oq12GGDVxvPOBsdkeTLV8zGA-px9x_ioBmm6VpnrjNo0PgpwYV4h5QrA&s
1313,Marhaba Restaurant & Cafe,Cairo,+20 127 567 2764,"5 Michelle Lutfallah Street Behind the Marriott Hotel,Cairo 11511 Egypt",30.0444196,31.2357116,"Mediterranean,Middle Eastern,Egyptian",4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwvEyJ6OpUzaeiFMIvH9sHRMKLJXq90UCmLr6o1t6sKq-y7_e_N9OHD7MpcQ&s
1314,3al7atab,Cairo,+20 100 851 1115,"205 Degla Maadi Rd,Cairo 11511 Egypt",29.9550552,31.2731489,"Italian,Pizza",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk7FcQV8a0kpo4sXhfikmgyna4vXElC35O2PrHKWCawIsaH7pseIfXEziUIVQ&s
1315,Villa Beirut At Almasa Hotel Nasr City,Cairo,+20 19720,"Abdel Aziz El Shennawy St.,At Almasa Hotel,Nasr,Cairo 11511 Egypt",30.0639093,31.3176297,"Lebanese,Mediterranean",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn6TSabyr44J-vIb2ep6yG-ARgwM1pCHl6gs35vFt-xzDKUoiegS46OZP-Row&s
1316,Tostado Mexican Grill,Cairo,,"One Golden Square,Cairo 11511 Egypt",30.0155088,31.5274012,Mexican,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcIAVOJMYWZIFIPC_9SHB03ObtUXVIopTwb2SUZVfNMJaKXTvos7R0rE6ixUo&s
